NAME,BEGIN,END,KWH_PERIOD
1015BB,01/12/2019,31/12/2019,1 499
1015BB,01/01/2020,31/01/2020,1 513
1015BB,01/02/2020,29/02/2020,1 413
1015BB,01/03/2020,31/03/2020,1 522
1015BB,01/04/2020,30/04/2020,1 482
1015BB,01/05/2020,31/05/2020,1 527
1015BB,01/06/2020,30/06/2020,1 498
1015BB,01/07/2020,31/07/2020,1 565
1015BB,01/08/2020,31/08/2020,1 580
1015BB,01/09/2020,30/09/2020,1 483
1015BB,01/10/2020,31/10/2020,1 519
1015BB,01/11/2020,30/11/2020,1 477
1015BB,01/12/2020,31/12/2020,1 511
1015BB,01/01/2021,31/01/2021,1 525
1015BB,01/02/2021,28/02/2021,1 385
1015BB,01/03/2021,31/03/2021,1 514
1015BB,01/04/2021,30/04/2021,1 454
1015BB,01/05/2021,31/05/2021,1 481
1015BB,01/06/2021,30/06/2021,1 489
1015BB,01/07/2021,31/07/2021,1 558
1015BB,01/08/2021,31/08/2021,1 528
1015BB,01/09/2021,30/09/2021,1 533
1015BB,01/10/2021,31/10/2021,1 688
1015BB,01/11/2021,30/11/2021,1 594
1016BB,01/01/2019,31/01/2019,1 315
1016BB,01/02/2019,28/02/2019,1 210
1016BB,01/03/2019,31/03/2019,1 343
1016BB,01/04/2019,30/04/2019,1 315
1016BB,01/05/2019,31/05/2019,1 363
1016BB,01/06/2019,30/06/2019,1 408
1016BB,01/07/2019,31/07/2019,1 428
1016BB,01/08/2019,31/08/2019,1 450
1016BB,01/09/2019,30/09/2019,1 335
1016BB,01/10/2019,31/10/2019,1 376
1016BB,01/11/2019,30/11/2019,1 331
1016BB,01/12/2019,31/12/2019,1 384
1016BB,01/01/2020,31/01/2020,1 389
1016BB,01/02/2020,29/02/2020,1 301
1016BB,01/03/2020,31/03/2020,1 400
1016BB,01/04/2020,30/04/2020,1 375
1016BB,01/05/2020,31/05/2020,1 416
1016BB,01/06/2020,30/06/2020,1 405
1016BB,01/07/2020,31/07/2020,1 518
1016BB,01/08/2020,31/08/2020,1 511
1016BB,01/09/2020,30/09/2020,1 342
1016BB,01/10/2020,31/10/2020,1 303
1016BB,01/11/2020,30/11/2020,1 261
1016BB,01/12/2020,31/12/2020,1 271
1016BB,01/01/2021,31/01/2021,1 344
1016BB,01/02/2021,28/02/2021,1 205
1016BB,01/03/2021,31/03/2021,1 284
1016BB,01/04/2021,30/04/2021,1 193
1016BB,01/05/2021,31/05/2021,1 178
1016BB,01/06/2021,30/06/2021,1 161
1016BB,01/07/2021,31/07/2021,1 207
1016BB,01/08/2021,31/08/2021,1 201
1016BB,01/09/2021,30/09/2021,1 150
1016BB,01/10/2021,31/10/2021,1 182
1016BB,01/11/2021,30/11/2021,1 143
1020BB,01/01/2019,31/01/2019,1 236
1020BB,01/02/2019,28/02/2019,1 114
1020BB,01/03/2019,31/03/2019,1 256
1020BB,01/04/2019,30/04/2019,1 210
1020BB,01/05/2019,31/05/2019,1 256
1020BB,01/06/2019,30/06/2019,1 296
1020BB,01/07/2019,31/07/2019,1 331
1020BB,01/08/2019,31/08/2019,1 343
1020BB,01/09/2019,30/09/2019,1 232
1020BB,01/10/2019,31/10/2019,1 251
1020BB,01/11/2019,30/11/2019,1 183
1020BB,01/12/2019,31/12/2019,1 229
1020BB,01/01/2020,31/01/2020,1 232
1020BB,01/02/2020,29/02/2020,1 158
1020BB,01/03/2020,31/03/2020,1 245
1020BB,01/04/2020,30/04/2020,1 221
1020BB,01/05/2020,31/05/2020,1 284
1020BB,01/06/2020,30/06/2020,1 313
1020BB,01/07/2020,31/07/2020,1 407
1020BB,01/08/2020,31/08/2020,1 436
1020BB,01/09/2020,30/09/2020,1 329
1020BB,01/10/2020,31/10/2020,1 356
1020BB,01/11/2020,30/11/2020,1 308
1020BB,01/12/2020,31/12/2020,1 346
1020BB,01/01/2021,31/01/2021,1 349
1020BB,01/02/2021,28/02/2021,1 225
1020BB,01/03/2021,31/03/2021,1 357
1020BB,01/04/2021,30/04/2021,1 289
1020BB,01/05/2021,31/05/2021,1 306
1020BB,01/06/2021,30/06/2021,1 348
1020BB,01/07/2021,31/07/2021,1 441
1020BB,01/08/2021,31/08/2021,1 376
1020BB,01/09/2021,30/09/2021,1 306
1020BB,01/10/2021,31/10/2021,1 318
1020BB,01/11/2021,30/11/2021,1 252
1021BB,01/01/2019,31/01/2019,963
1021BB,01/02/2019,28/02/2019,871
1021BB,01/03/2019,31/03/2019,964
1021BB,01/04/2019,30/04/2019,948
1021BB,01/05/2019,31/05/2019,988
1021BB,01/06/2019,30/06/2019,1 045
1021BB,01/07/2019,31/07/2019,1 062
1021BB,01/08/2019,31/08/2019,1 080
1021BB,01/09/2019,30/09/2019,961
1021BB,01/10/2019,31/10/2019,1 008
1021BB,01/11/2019,30/11/2019,1 262
1021BB,01/12/2019,31/12/2019,1 312
1021BB,01/01/2020,31/01/2020,1 330
1021BB,01/02/2020,29/02/2020,1 241
1021BB,01/03/2020,31/03/2020,1 339
1021BB,01/04/2020,30/04/2020,1 308
1021BB,01/05/2020,31/05/2020,1 353
1021BB,01/06/2020,30/06/2020,1 335
1021BB,01/07/2020,31/07/2020,1 393
1021BB,01/08/2020,31/08/2020,1 420
1021BB,01/09/2020,30/09/2020,1 389
1021BB,01/10/2020,31/10/2020,1 449
1021BB,01/11/2020,30/11/2020,1 382
1021BB,01/12/2020,31/12/2020,1 399
1021BB,01/01/2021,31/01/2021,1 355
1021BB,01/02/2021,28/02/2021,1 220
1021BB,01/03/2021,31/03/2021,1 338
1021BB,01/04/2021,30/04/2021,1 282
1021BB,01/05/2021,31/05/2021,1 296
1021BB,01/06/2021,30/06/2021,1 278
1021BB,01/07/2021,31/07/2021,1 333
1021BB,01/08/2021,31/08/2021,1 316
1021BB,01/09/2021,30/09/2021,1 265
1021BB,01/10/2021,31/10/2021,1 282
1021BB,01/11/2021,30/11/2021,1 223
1029BB,01/01/2019,31/01/2019,3 106
1029BB,01/02/2019,28/02/2019,2 751
1029BB,01/03/2019,31/03/2019,3 052
1029BB,01/04/2019,30/04/2019,2 918
1029BB,01/05/2019,31/05/2019,2 998
1029BB,01/06/2019,30/06/2019,2 994
1029BB,01/07/2019,31/07/2019,3 084
1029BB,01/08/2019,31/08/2019,3 542
1029BB,01/09/2019,30/09/2019,3 374
1029BB,01/10/2019,31/10/2019,3 470
1029BB,01/11/2019,30/11/2019,3 363
1029BB,01/12/2019,31/12/2019,3 516
1029BB,01/01/2020,31/01/2020,3 527
1029BB,01/02/2020,29/02/2020,3 328
1029BB,01/03/2020,31/03/2020,3 560
1029BB,01/04/2020,30/04/2020,3 444
1029BB,01/05/2020,31/05/2020,3 533
1029BB,01/06/2020,30/06/2020,3 598
1029BB,01/07/2020,31/07/2020,3 802
1029BB,01/08/2020,31/08/2020,3 812
1029BB,01/09/2020,30/09/2020,3 644
1029BB,01/10/2020,31/10/2020,3 753
1029BB,01/11/2020,30/11/2020,3 604
1029BB,01/12/2020,31/12/2020,3 725
1029BB,01/01/2021,31/01/2021,3 751
1029BB,01/02/2021,28/02/2021,3 391
1029BB,01/03/2021,31/03/2021,3 675
1029BB,01/04/2021,30/04/2021,3 531
1029BB,01/05/2021,31/05/2021,3 609
1029BB,01/06/2021,30/06/2021,3 629
1029BB,01/07/2021,31/07/2021,3 876
1029BB,01/08/2021,31/08/2021,3 872
1029BB,01/09/2021,30/09/2021,3 916
1029BB,01/10/2021,31/10/2021,4 034
1029BB,01/11/2021,30/11/2021,3 889
0485KO,01/01/2019,31/01/2019,2 265
0485KO,01/02/2019,28/02/2019,2 049
0485KO,01/03/2019,31/03/2019,2 273
0485KO,01/04/2019,30/04/2019,2 209
0485KO,01/05/2019,31/05/2019,2 296
0485KO,01/06/2019,30/06/2019,2 278
0485KO,01/07/2019,31/07/2019,2 351
0485KO,01/08/2019,31/08/2019,2 400
0485KO,01/09/2019,30/09/2019,2 138
0485KO,01/10/2019,31/10/2019,2 143
0485KO,01/11/2019,30/11/2019,2 053
0485KO,01/12/2019,31/12/2019,2 114
0485KO,01/01/2020,31/01/2020,2 111
0485KO,01/02/2020,29/02/2020,1 978
0485KO,01/03/2020,31/03/2020,2 128
0485KO,01/04/2020,30/04/2020,2 078
0485KO,01/05/2020,31/05/2020,2 122
0485KO,01/06/2020,30/06/2020,2 078
0485KO,01/07/2020,31/07/2020,2 198
0485KO,01/08/2020,31/08/2020,2 196
0485KO,01/09/2020,30/09/2020,2 079
0485KO,01/10/2020,31/10/2020,2 188
0485KO,01/11/2020,30/11/2020,2 485
0485KO,01/12/2020,31/12/2020,2 592
0485KO,01/01/2021,31/01/2021,2 604
0485KO,01/02/2021,28/02/2021,2 372
0485KO,01/03/2021,31/03/2021,2 545
0485KO,01/04/2021,30/04/2021,2 434
0485KO,01/05/2021,31/05/2021,2 521
0485KO,01/06/2021,30/06/2021,2 477
0485KO,01/07/2021,31/07/2021,2 570
0485KO,01/08/2021,31/08/2021,2 571
0485KO,01/09/2021,30/09/2021,2 476
0485KO,01/10/2021,31/10/2021,2 525
0485KO,01/11/2021,30/11/2021,2 411
1037BB,01/01/2019,31/01/2019,1 454
1037BB,01/02/2019,28/02/2019,1 298
1037BB,01/03/2019,31/03/2019,1 457
1037BB,01/04/2019,30/04/2019,1 479
1037BB,01/05/2019,31/05/2019,1 533
1037BB,01/06/2019,30/06/2019,1 633
1037BB,01/07/2019,31/07/2019,1 682
1037BB,01/08/2019,31/08/2019,1 685
1037BB,01/09/2019,30/09/2019,1 604
1037BB,01/10/2019,31/10/2019,1 586
1037BB,01/11/2019,30/11/2019,1 402
1037BB,01/12/2019,31/12/2019,1 448
1037BB,01/01/2020,31/01/2020,1 431
1037BB,01/02/2020,29/02/2020,1 356
1037BB,01/03/2020,31/03/2020,1 482
1037BB,01/04/2020,30/04/2020,1 537
1037BB,01/05/2020,31/05/2020,1 597
1037BB,01/06/2020,30/06/2020,1 631
1037BB,01/07/2020,31/07/2020,1 380
1037BB,01/08/2020,31/08/2020,1 441
1037BB,01/09/2020,30/09/2020,1 482
1037BB,01/10/2020,31/10/2020,1 523
1037BB,01/11/2020,30/11/2020,1 470
1037BB,01/12/2020,31/12/2020,1 528
1037BB,01/01/2021,31/01/2021,1 540
1037BB,01/02/2021,28/02/2021,1 372
1037BB,01/03/2021,31/03/2021,1 496
1037BB,01/04/2021,30/04/2021,1 449
1037BB,01/05/2021,31/05/2021,1 476
1037BB,01/06/2021,30/06/2021,1 470
1037BB,01/07/2021,31/07/2021,1 528
1037BB,01/08/2021,31/08/2021,1 505
1037BB,01/09/2021,30/09/2021,1 452
1037BB,01/10/2021,31/10/2021,1 473
1037BB,01/11/2021,30/11/2021,1 418
0487KO,01/01/2019,31/01/2019,2 104
0487KO,01/02/2019,28/02/2019,1 894
0487KO,01/03/2019,31/03/2019,2 092
0487KO,01/04/2019,30/04/2019,2 027
0487KO,01/05/2019,31/05/2019,2 108
0487KO,01/06/2019,30/06/2019,2 078
0487KO,01/07/2019,31/07/2019,2 122
0487KO,01/08/2019,31/08/2019,2 148
0487KO,01/09/2019,30/09/2019,2 076
0487KO,01/10/2019,31/10/2019,2 159
0487KO,01/11/2019,30/11/2019,2 091
0487KO,01/12/2019,31/12/2019,2 149
0487KO,01/01/2020,31/01/2020,2 149
0487KO,01/02/2020,29/02/2020,2 030
0487KO,01/03/2020,31/03/2020,2 188
0487KO,01/04/2020,30/04/2020,2 102
0487KO,01/05/2020,31/05/2020,2 245
0487KO,01/06/2020,30/06/2020,2 409
0487KO,01/07/2020,31/07/2020,1 953
0487KO,01/08/2020,31/08/2020,2 089
0487KO,01/09/2020,30/09/2020,1 972
0487KO,01/10/2020,31/10/2020,2 104
0487KO,01/11/2020,30/11/2020,1 999
0487KO,01/12/2020,31/12/2020,2 049
0487KO,01/01/2021,31/01/2021,2 023
0487KO,01/02/2021,28/02/2021,1 816
0487KO,01/03/2021,31/03/2021,1 995
0487KO,01/04/2021,30/04/2021,1 894
0487KO,01/05/2021,31/05/2021,1 920
0487KO,01/06/2021,30/06/2021,1 951
0487KO,01/07/2021,31/07/2021,2 050
0487KO,01/08/2021,31/08/2021,1 996
0487KO,01/09/2021,30/09/2021,1 880
0487KO,01/10/2021,31/10/2021,1 934
0487KO,01/11/2021,30/11/2021,1 882
0489KO,01/01/2019,31/01/2019,1 041
0489KO,01/02/2019,28/02/2019,2 435
0489KO,01/03/2019,31/03/2019,2 692
0489KO,01/04/2019,30/04/2019,2 620
0489KO,01/05/2019,31/05/2019,2 606
0489KO,01/06/2019,30/06/2019,2 468
0489KO,01/07/2019,31/07/2019,2 517
0489KO,01/08/2019,31/08/2019,2 533
0489KO,01/09/2019,30/09/2019,2 403
0489KO,01/10/2019,31/10/2019,2 471
0489KO,01/11/2019,30/11/2019,2 378
0489KO,01/12/2019,31/12/2019,2 442
0489KO,01/01/2020,31/01/2020,2 461
0489KO,01/02/2020,29/02/2020,2 378
0489KO,01/03/2020,31/03/2020,2 607
0489KO,01/04/2020,30/04/2020,2 633
0489KO,01/05/2020,31/05/2020,2 720
0489KO,01/06/2020,30/06/2020,2 661
0489KO,01/07/2020,31/07/2020,2 812
0489KO,01/08/2020,31/08/2020,2 861
0489KO,01/09/2020,30/09/2020,2 730
0489KO,01/10/2020,31/10/2020,2 775
0489KO,01/11/2020,30/11/2020,2 647
0489KO,01/12/2020,31/12/2020,2 727
0489KO,01/01/2021,31/01/2021,2 737
0489KO,01/02/2021,28/02/2021,2 480
0489KO,01/03/2021,31/03/2021,2 762
0489KO,01/04/2021,30/04/2021,2 684
0489KO,01/05/2021,31/05/2021,2 733
0489KO,01/06/2021,30/06/2021,2 716
0489KO,01/07/2021,31/07/2021,2 813
0489KO,01/08/2021,31/08/2021,2 764
0489KO,01/09/2021,30/09/2021,2 647
0489KO,01/10/2021,31/10/2021,2 692
0489KO,01/11/2021,30/11/2021,2 570
0663BR,01/01/2019,31/01/2019,2 700
0663BR,01/02/2019,28/02/2019,2 462
0663BR,01/03/2019,31/03/2019,2 678
0663BR,01/04/2019,30/04/2019,2 595
0663BR,01/05/2019,31/05/2019,2 721
0663BR,01/06/2019,30/06/2019,3 304
0663BR,01/07/2019,31/07/2019,3 572
0663BR,01/08/2019,31/08/2019,3 658
0663BR,01/09/2019,30/09/2019,3 394
0663BR,01/10/2019,31/10/2019,3 471
0663BR,01/11/2019,30/11/2019,3 303
0663BR,01/12/2019,31/12/2019,3 483
0663BR,01/01/2020,31/01/2020,3 278
0663BR,01/02/2020,29/02/2020,3 254
0663BR,01/03/2020,31/03/2020,3 468
0663BR,01/04/2020,30/04/2020,3 357
0663BR,01/05/2020,31/05/2020,3 732
0663BR,01/06/2020,30/06/2020,3 588
0663BR,01/07/2020,31/07/2020,3 837
0663BR,01/08/2020,31/08/2020,3 856
0663BR,01/09/2020,30/09/2020,3 697
0663BR,01/10/2020,31/10/2020,3 578
0663BR,01/11/2020,30/11/2020,3 620
0663BR,01/12/2020,31/12/2020,3 781
0663BR,01/01/2021,31/01/2021,3 478
0663BR,01/02/2021,28/02/2021,3 254
0663BR,01/03/2021,31/03/2021,3 664
0663BR,01/04/2021,30/04/2021,3 699
0663BR,01/05/2021,31/05/2021,3 564
0663BR,01/06/2021,30/06/2021,3 806
0663BR,01/07/2021,31/07/2021,3 870
0663BR,01/08/2021,31/08/2021,3 808
0663BR,01/09/2021,30/09/2021,3 664
0663BR,01/10/2021,31/10/2021,3 821
0663BR,01/11/2021,30/11/2021,3 425
1004KO,01/01/2019,31/01/2019,999
1004KO,01/02/2019,28/02/2019,909
1004KO,01/03/2019,31/03/2019,1 006
1004KO,01/04/2019,30/04/2019,980
1004KO,01/05/2019,31/05/2019,1 016
1004KO,01/06/2019,30/06/2019,1 003
1004KO,01/07/2019,31/07/2019,1 035
1004KO,01/08/2019,31/08/2019,1 034
1004KO,01/09/2019,30/09/2019,988
1004KO,01/10/2019,31/10/2019,1 016
1004KO,01/11/2019,30/11/2019,977
1004KO,01/12/2019,31/12/2019,1 006
1004KO,01/01/2020,31/01/2020,1 015
1004KO,01/02/2020,29/02/2020,960
1004KO,01/03/2020,31/03/2020,1 027
1004KO,01/04/2020,30/04/2020,1 010
1004KO,01/05/2020,31/05/2020,1 015
1004KO,01/06/2020,30/06/2020,996
1004KO,01/07/2020,31/07/2020,1 030
1004KO,01/08/2020,31/08/2020,1 062
1004KO,01/09/2020,30/09/2020,1 177
1004KO,01/10/2020,31/10/2020,1 211
1004KO,01/11/2020,30/11/2020,1 171
1004KO,01/12/2020,31/12/2020,1 225
1004KO,01/01/2021,31/01/2021,1 222
1004KO,01/02/2021,28/02/2021,1 099
1004KO,01/03/2021,31/03/2021,1 215
1004KO,01/04/2021,30/04/2021,1 141
1004KO,01/05/2021,31/05/2021,1 154
1004KO,01/06/2021,30/06/2021,1 109
1004KO,01/07/2021,31/07/2021,1 157
1004KO,01/08/2021,31/08/2021,1 145
1004KO,01/09/2021,30/09/2021,1 094
1004KO,01/10/2021,31/10/2021,1 127
1004KO,01/11/2021,30/11/2021,1 087
0495KO,01/01/2019,31/01/2019,868
0495KO,01/02/2019,28/02/2019,736
0495KO,01/03/2019,31/03/2019,788
0495KO,01/04/2019,30/04/2019,753
0495KO,01/05/2019,31/05/2019,780
0495KO,01/06/2019,30/06/2019,779
0495KO,01/07/2019,31/07/2019,841
0495KO,01/08/2019,31/08/2019,992
0495KO,01/09/2019,30/09/2019,805
0495KO,01/10/2019,31/10/2019,1 038
0495KO,01/11/2019,30/11/2019,1 024
0495KO,01/12/2019,31/12/2019,1 119
0495KO,01/01/2020,31/01/2020,1 149
0495KO,01/02/2020,29/02/2020,1 035
0495KO,01/03/2020,31/03/2020,1 089
0495KO,01/04/2020,30/04/2020,1 046
0495KO,01/05/2020,31/05/2020,1 072
0495KO,01/06/2020,30/06/2020,1 020
0495KO,01/07/2020,31/07/2020,1 051
0495KO,01/08/2020,31/08/2020,1 047
0495KO,01/09/2020,30/09/2020,1 002
0495KO,01/10/2020,31/10/2020,1 057
0495KO,01/11/2020,30/11/2020,1 061
0495KO,01/12/2020,31/12/2020,1 100
0495KO,01/01/2021,31/01/2021,1 138
0495KO,01/02/2021,28/02/2021,1 018
0495KO,01/03/2021,31/03/2021,1 101
0495KO,01/04/2021,30/04/2021,1 032
0495KO,01/05/2021,31/05/2021,1 020
0495KO,01/06/2021,30/06/2021,1 014
0495KO,01/07/2021,31/07/2021,1 058
0495KO,01/08/2021,31/08/2021,1 045
0495KO,01/09/2021,30/09/2021,998
0495KO,01/10/2021,31/10/2021,1 050
0495KO,01/11/2021,30/11/2021,997
0493KO,01/01/2019,31/01/2019,1 087
0493KO,01/02/2019,28/02/2019,984
0493KO,01/03/2019,31/03/2019,1 086
0493KO,01/04/2019,30/04/2019,1 054
0493KO,01/05/2019,31/05/2019,1 096
0493KO,01/06/2019,30/06/2019,1 164
0493KO,01/07/2019,31/07/2019,1 162
0493KO,01/08/2019,31/08/2019,1 172
0493KO,01/09/2019,30/09/2019,981
0493KO,01/10/2019,31/10/2019,948
0493KO,01/11/2019,30/11/2019,896
0493KO,01/12/2019,31/12/2019,893
0493KO,01/01/2020,31/01/2020,892
0493KO,01/02/2020,29/02/2020,835
0493KO,01/03/2020,31/03/2020,894
0493KO,01/04/2020,30/04/2020,873
0493KO,01/05/2020,31/05/2020,904
0493KO,01/06/2020,30/06/2020,910
0493KO,01/07/2020,31/07/2020,961
0493KO,01/08/2020,31/08/2020,968
0493KO,01/09/2020,30/09/2020,878
0493KO,01/10/2020,31/10/2020,865
0493KO,01/11/2020,30/11/2020,874
0493KO,01/12/2020,31/12/2020,887
0493KO,01/01/2021,31/01/2021,912
0493KO,01/02/2021,28/02/2021,813
0493KO,01/03/2021,31/03/2021,879
0493KO,01/04/2021,30/04/2021,832
0493KO,01/05/2021,31/05/2021,848
0493KO,01/06/2021,30/06/2021,872
0493KO,01/07/2021,31/07/2021,914
0493KO,01/08/2021,31/08/2021,871
0493KO,01/09/2021,30/09/2021,818
0493KO,01/10/2021,31/10/2021,841
0493KO,01/11/2021,30/11/2021,810
1002KO,01/01/2019,31/01/2019,1 190
1002KO,01/02/2019,28/02/2019,1 082
1002KO,01/03/2019,31/03/2019,1 199
1002KO,01/04/2019,30/04/2019,1 160
1002KO,01/05/2019,31/05/2019,1 204
1002KO,01/06/2019,30/06/2019,1 238
1002KO,01/07/2019,31/07/2019,1 224
1002KO,01/08/2019,31/08/2019,1 257
1002KO,01/09/2019,30/09/2019,1 159
1002KO,01/10/2019,31/10/2019,1 188
1002KO,01/11/2019,30/11/2019,1 151
1002KO,01/12/2019,31/12/2019,1 188
1002KO,01/01/2020,31/01/2020,1 188
1002KO,01/02/2020,29/02/2020,1 114
1002KO,01/03/2020,31/03/2020,1 195
1002KO,01/04/2020,30/04/2020,1 161
1002KO,01/05/2020,31/05/2020,1 198
1002KO,01/06/2020,30/06/2020,1 198
1002KO,01/07/2020,31/07/2020,1 267
1002KO,01/08/2020,31/08/2020,1 295
1002KO,01/09/2020,30/09/2020,916
1002KO,01/10/2020,31/10/2020,896
1002KO,01/11/2020,30/11/2020,886
1002KO,01/12/2020,31/12/2020,903
1002KO,01/01/2021,31/01/2021,919
1002KO,01/02/2021,28/02/2021,829
1002KO,01/03/2021,31/03/2021,912
1002KO,01/04/2021,30/04/2021,868
1002KO,01/05/2021,31/05/2021,889
1002KO,01/06/2021,30/06/2021,937
1002KO,01/07/2021,31/07/2021,981
1002KO,01/08/2021,31/08/2021,933
1002KO,01/09/2021,30/09/2021,867
1002KO,01/10/2021,31/10/2021,887
1002KO,01/11/2021,30/11/2021,847
0492KO,01/01/2019,31/01/2019,2 422
0492KO,01/02/2019,28/02/2019,2 161
0492KO,01/03/2019,31/03/2019,2 294
0492KO,01/04/2019,30/04/2019,2 016
0492KO,01/05/2019,31/05/2019,2 085
0492KO,01/06/2019,30/06/2019,2 012
0492KO,01/07/2019,31/07/2019,2 056
0492KO,01/08/2019,31/08/2019,2 023
0492KO,01/09/2019,30/09/2019,1 930
0492KO,01/10/2019,31/10/2019,2 060
0492KO,01/11/2019,30/11/2019,2 028
0492KO,01/12/2019,31/12/2019,2 305
0492KO,01/01/2020,31/01/2020,2 260
0492KO,01/02/2020,29/02/2020,2 093
0492KO,01/03/2020,31/03/2020,2 168
0492KO,01/04/2020,30/04/2020,1 973
0492KO,01/05/2020,31/05/2020,2 025
0492KO,01/06/2020,30/06/2020,1 937
0492KO,01/07/2020,31/07/2020,2 054
0492KO,01/08/2020,31/08/2020,2 058
0492KO,01/09/2020,30/09/2020,1 975
0492KO,01/10/2020,31/10/2020,2 003
0492KO,01/11/2020,30/11/2020,1 912
0492KO,01/12/2020,31/12/2020,1 808
0492KO,01/01/2021,31/01/2021,1 894
0492KO,01/02/2021,28/02/2021,1 691
0492KO,01/03/2021,31/03/2021,1 854
0492KO,01/04/2021,30/04/2021,1 694
0492KO,01/05/2021,31/05/2021,1 668
0492KO,01/06/2021,30/06/2021,1 656
0492KO,01/07/2021,31/07/2021,1 732
0492KO,01/08/2021,31/08/2021,1 679
0492KO,01/09/2021,30/09/2021,1 567
0492KO,01/10/2021,31/10/2021,1 605
0492KO,01/11/2021,30/11/2021,1 558
1009KO,01/01/2019,31/01/2019,1 332
1009KO,01/02/2019,28/02/2019,1 204
1009KO,01/03/2019,31/03/2019,1 346
1009KO,01/04/2019,30/04/2019,1 302
1009KO,01/05/2019,31/05/2019,1 361
1009KO,01/06/2019,30/06/2019,1 413
1009KO,01/07/2019,31/07/2019,1 412
1009KO,01/08/2019,31/08/2019,1 514
1009KO,01/09/2019,30/09/2019,1 358
1009KO,01/10/2019,31/10/2019,1 544
1009KO,01/11/2019,30/11/2019,1 598
1009KO,01/12/2019,31/12/2019,2 040
1009KO,01/01/2020,31/01/2020,1 894
1009KO,01/02/2020,29/02/2020,1 652
1009KO,01/03/2020,31/03/2020,1 748
1009KO,01/04/2020,30/04/2020,1 690
1009KO,01/05/2020,31/05/2020,1 740
1009KO,01/06/2020,30/06/2020,1 704
1009KO,01/07/2020,31/07/2020,1 777
1009KO,01/08/2020,31/08/2020,1 791
1009KO,01/09/2020,30/09/2020,1 696
1009KO,01/10/2020,31/10/2020,1 730
1009KO,01/11/2020,30/11/2020,1 643
1009KO,01/12/2020,31/12/2020,1 713
1009KO,01/01/2021,31/01/2021,1 708
1009KO,01/02/2021,28/02/2021,1 560
1009KO,01/03/2021,31/03/2021,1 745
1009KO,01/04/2021,30/04/2021,1 656
1009KO,01/05/2021,31/05/2021,1 650
1009KO,01/06/2021,30/06/2021,1 634
1009KO,01/07/2021,31/07/2021,1 722
1009KO,01/08/2021,31/08/2021,1 666
1009KO,01/09/2021,30/09/2021,1 593
1009KO,01/10/2021,31/10/2021,1 638
1009KO,01/11/2021,30/11/2021,1 583
1017KO,01/01/2019,31/01/2019,2 400
1017KO,01/02/2019,28/02/2019,2 075
1017KO,01/03/2019,31/03/2019,2 154
1017KO,01/04/2019,30/04/2019,2 058
1017KO,01/05/2019,31/05/2019,2 134
1017KO,01/06/2019,30/06/2019,2 239
1017KO,01/07/2019,31/07/2019,2 297
1017KO,01/08/2019,31/08/2019,2 422
1017KO,01/09/2019,30/09/2019,2 377
1017KO,01/10/2019,31/10/2019,2 541
1017KO,01/11/2019,30/11/2019,2 435
1017KO,01/12/2019,31/12/2019,2 522
1017KO,01/01/2020,31/01/2020,2 528
1017KO,01/02/2020,29/02/2020,2 523
1017KO,01/03/2020,31/03/2020,2 650
1017KO,01/04/2020,30/04/2020,2 555
1017KO,01/05/2020,31/05/2020,2 630
1017KO,01/06/2020,30/06/2020,2 572
1017KO,01/07/2020,31/07/2020,2 691
1017KO,01/08/2020,31/08/2020,2 762
1017KO,01/09/2020,30/09/2020,2 616
1017KO,01/10/2020,31/10/2020,2 693
1017KO,01/11/2020,30/11/2020,2 588
1017KO,01/12/2020,31/12/2020,2 669
1017KO,01/01/2021,31/01/2021,2 667
1017KO,01/02/2021,28/02/2021,2 408
1017KO,01/03/2021,31/03/2021,2 677
1017KO,01/04/2021,30/04/2021,2 574
1017KO,01/05/2021,31/05/2021,2 622
1017KO,01/06/2021,30/06/2021,2 621
1017KO,01/07/2021,31/07/2021,2 740
1017KO,01/08/2021,31/08/2021,2 651
1017KO,01/09/2021,30/09/2021,2 532
1017KO,01/10/2021,31/10/2021,2 576
1017KO,01/11/2021,30/11/2021,2 453
1018KO,01/01/2019,31/01/2019,3 673
1018KO,01/02/2019,28/02/2019,2 927
1018KO,01/03/2019,31/03/2019,2 978
1018KO,01/04/2019,30/04/2019,2 883
1018KO,01/05/2019,31/05/2019,3 031
1018KO,01/06/2019,30/06/2019,3 225
1018KO,01/07/2019,31/07/2019,3 345
1018KO,01/08/2019,31/08/2019,2 660
1018KO,01/09/2019,30/09/2019,2 318
1018KO,01/10/2019,31/10/2019,2 478
1018KO,01/11/2019,30/11/2019,2 456
1018KO,01/12/2019,31/12/2019,2 528
1018KO,01/01/2020,31/01/2020,2 532
1018KO,01/02/2020,29/02/2020,2 378
1018KO,01/03/2020,31/03/2020,2 548
1018KO,01/04/2020,30/04/2020,2 540
1018KO,01/05/2020,31/05/2020,2 628
1018KO,01/06/2020,30/06/2020,2 575
1018KO,01/07/2020,31/07/2020,2 700
1018KO,01/08/2020,31/08/2020,2 751
1018KO,01/09/2020,30/09/2020,2 632
1018KO,01/10/2020,31/10/2020,2 695
1018KO,01/11/2020,30/11/2020,2 602
1018KO,01/12/2020,31/12/2020,2 664
1018KO,01/01/2021,31/01/2021,2 657
1018KO,01/02/2021,28/02/2021,2 408
1018KO,01/03/2021,31/03/2021,2 680
1018KO,01/04/2021,30/04/2021,2 605
1018KO,01/05/2021,31/05/2021,2 633
